,rental_id,building_id,rent,bedrooms,bathrooms,size_sqft,min_to_subway,floor,building_age_yrs,no_fee,has_roofdeck,has_washer_dryer,has_doorman,has_elevator,has_dishwasher,has_patio,has_gym,neighborhood,submarket,borough
3905,10689,99155070,4495,2.0,1,1000,2,8.0,10,1,0,0,1,1,0,1,0,Carroll Gardens,Northwest Brooklyn,Brooklyn
3916,2986,50556590,3400,1.0,1,654,2,6.0,5,0,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
3918,7234,40291653,1500,1.0,1,700,6,2.0,60,0,1,1,1,1,1,0,1,Ocean Parkway,South Brooklyn,Brooklyn
3923,8553,36761941,5000,2.0,1,1006,8,6.0,3,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
3926,10016,23984842,5295,3.0,1,1100,5,2.0,1,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
3927,6609,14842171,4500,3.0,2,1000,2,3.0,106,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
3928,3228,95056292,1900,2.0,1,700,5,1.0,106,1,0,0,0,0,0,0,0,Crown Heights,East Brooklyn,Brooklyn
3942,1562,29444531,1800,1.0,1,650,13,2.0,117,0,0,0,0,0,0,0,0,Fort Greene,Northwest Brooklyn,Brooklyn
3943,5296,45686075,4100,1.0,1,878,1,2.0,4,1,0,0,0,1,0,0,0,Williamsburg,North Brooklyn,Brooklyn
3950,939,54978873,2000,0.0,1,450,43,2.0,107,1,0,0,0,0,0,0,0,Bushwick,East Brooklyn,Brooklyn
3955,6593,39031597,3465,0.0,1,785,8,6.0,106,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
3958,4262,66503950,2195,0.0,1,900,3,4.0,85,0,0,0,0,0,0,0,0,Boerum Hill,Northwest Brooklyn,Brooklyn
3961,3727,7163201,2650,0.0,1,490,5,17.0,8,0,1,0,1,1,0,0,0,Williamsburg,North Brooklyn,Brooklyn
3962,8950,58666729,1695,1.0,1,798,4,1.0,59,1,0,0,0,0,0,0,0,Gravesend,South Brooklyn,Brooklyn
3964,8171,35227448,3700,2.0,1,990,6,1.0,5,0,0,0,0,0,0,0,0,Bedford-Stuyvesant,East Brooklyn,Brooklyn
3965,8047,85079948,4000,2.0,1,1566,9,2.0,91,0,0,0,0,0,0,0,0,Fort Greene,Northwest Brooklyn,Brooklyn
3967,4529,10401473,2850,2.0,1,800,7,2.0,96,1,0,0,0,0,0,0,0,Park Slope,Prospect Park,Brooklyn
3968,9356,51767176,3400,3.0,2,1500,4,1.0,85,1,0,0,0,0,0,0,0,Bushwick,East Brooklyn,Brooklyn
3984,10768,13750537,1850,0.0,1,700,2,3.0,106,0,0,0,0,0,0,0,0,Crown Heights,East Brooklyn,Brooklyn
3986,4653,45563427,7250,3.0,2,1613,0,4.0,5,0,1,1,0,0,0,0,0,Carroll Gardens,Northwest Brooklyn,Brooklyn
3991,6164,10574372,2891,1.0,1,604,7,3.0,2,0,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
3994,2579,82658811,4190,2.0,2,976,1,8.0,7,1,0,0,0,0,0,0,0,Downtown Brooklyn,Northwest Brooklyn,Brooklyn
4003,8483,80123104,3300,2.5,1,900,8,4.0,143,0,0,0,0,0,0,0,0,Fort Greene,Northwest Brooklyn,Brooklyn
4005,7791,21949489,1995,1.0,1,600,3,3.0,115,0,0,0,0,0,0,0,0,Greenwood,South Brooklyn,Brooklyn
4017,10746,64837942,5100,4.0,2,1300,4,2.0,85,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
4019,2117,61165540,2550,2.0,1,900,7,1.0,88,0,0,0,0,0,0,0,0,Greenpoint,North Brooklyn,Brooklyn
4022,6293,70700254,1275,0.0,1,490,4,7.0,56,1,0,0,0,0,0,0,0,Gravesend,South Brooklyn,Brooklyn
4023,1649,94563271,3225,0.0,1,490,5,7.0,11,1,0,0,0,0,0,0,0,Downtown Brooklyn,Northwest Brooklyn,Brooklyn
4036,9174,31922845,2600,1.0,1,900,6,1.0,117,0,0,0,0,0,0,0,0,Carroll Gardens,Northwest Brooklyn,Brooklyn
4045,9883,25395446,3800,3.0,1,1250,3,2.0,117,0,0,0,0,0,0,0,0,Park Slope,Prospect Park,Brooklyn
4047,4943,38231260,3295,2.0,2,1000,9,1.0,106,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
4051,6011,36628282,3750,2.0,2,1060,3,4.0,6,0,0,0,0,0,0,0,0,Bushwick,East Brooklyn,Brooklyn
4052,2786,220733,2600,2.0,1,700,8,2.0,86,1,0,0,0,0,0,0,0,Greenpoint,North Brooklyn,Brooklyn
4063,6993,90580778,2395,3.0,1,950,4,1.0,109,0,0,0,0,0,0,0,0,Bushwick,East Brooklyn,Brooklyn
4065,3410,21330430,4500,2.0,2,1042,1,43.0,3,1,0,0,0,0,0,0,0,Downtown Brooklyn,Northwest Brooklyn,Brooklyn
4072,3331,91386758,3200,2.0,1,1000,4,2.0,106,0,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
4080,9385,38768270,1695,1.0,1,719,7,6.0,56,1,0,0,0,0,0,0,0,Brighton Beach,South Brooklyn,Brooklyn
4084,9648,9295280,4325,2.0,2,1130,2,2.0,6,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
4090,7901,58162359,2400,2.0,1,1200,18,2.0,106,0,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
4105,2696,65438219,1700,0.0,1,450,2,2.0,77,0,0,1,0,1,0,0,0,Windsor Terrace,Prospect Park,Brooklyn
4111,3243,95056292,1846,2.0,1,900,5,1.0,106,1,0,0,0,0,0,0,0,Crown Heights,East Brooklyn,Brooklyn
4119,5715,90580778,2395,3.0,1,950,4,1.0,109,0,0,0,0,0,0,0,0,Bushwick,East Brooklyn,Brooklyn
4129,3846,6103895,2700,1.0,1,617,5,4.0,8,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
4135,5680,6981308,3300,2.0,1,900,6,2.0,96,0,0,0,0,0,0,0,0,Park Slope,Prospect Park,Brooklyn
4139,1063,48670916,2251,2.0,1,900,5,3.0,55,0,0,0,0,0,0,0,0,Kensington,South Brooklyn,Brooklyn
4145,1698,46442466,4200,1.0,1,925,4,2.0,106,0,0,0,0,1,1,0,0,Williamsburg,North Brooklyn,Brooklyn
4149,7169,98228433,2675,2.0,1,1000,5,5.0,8,1,0,0,0,0,0,0,0,Bushwick,East Brooklyn,Brooklyn
4151,6278,27720840,4000,3.0,1,1000,4,2.0,8,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
4152,1021,10574372,3029,1.0,1,655,7,3.0,2,0,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
4154,8199,92513042,2500,3.0,1,1000,1,1.0,76,0,0,0,0,0,0,0,0,Sunset Park,South Brooklyn,Brooklyn
4160,6742,53569564,3138,0.0,1,440,5,8.0,1,1,0,0,0,0,0,0,0,DUMBO,Northwest Brooklyn,Brooklyn
4167,2688,66968602,3250,1.0,1,680,3,5.0,116,1,0,0,0,0,0,0,0,Downtown Brooklyn,Northwest Brooklyn,Brooklyn
4168,5318,89020281,3700,4.0,1,1000,4,2.0,106,0,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
4176,4982,36761941,5900,3.0,2,1248,8,5.0,3,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
4177,1523,83863916,6650,4.0,2,1501,3,6.0,2,0,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
4185,4869,26802857,2500,2.0,1,800,6,3.0,88,0,0,0,0,0,0,0,0,Greenpoint,North Brooklyn,Brooklyn
4191,9373,73463665,1450,1.0,1,700,12,5.0,78,0,0,0,0,0,0,0,0,East Flatbush,South Brooklyn,Brooklyn
4194,6854,25017078,1375,0.0,1,552,6,4.0,59,1,0,0,0,0,0,0,0,Gravesend,South Brooklyn,Brooklyn
4197,10929,92011396,4300,2.0,2,915,2,3.0,5,0,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
4202,60,56724744,4800,2.0,2,1100,7,10.0,5,1,1,0,0,0,0,0,0,Carroll Gardens,Northwest Brooklyn,Brooklyn
4210,7549,13646369,2100,2.0,1,1095,13,6.0,55,1,0,0,0,0,0,0,0,Sheepshead Bay,South Brooklyn,Brooklyn
4216,10532,15094736,1875,0.0,1,500,7,1.0,116,0,0,0,0,0,0,0,0,Carroll Gardens,Northwest Brooklyn,Brooklyn
4221,2003,25347503,3099,3.0,2,1000,3,2.0,85,1,0,0,0,0,0,0,0,Bushwick,East Brooklyn,Brooklyn
4226,4431,42310948,3942,2.0,2,1154,10,9.0,6,1,0,0,0,0,0,0,0,Clinton Hill,Northwest Brooklyn,Brooklyn
4234,187,51127725,2765,1.0,1,405,4,5.0,106,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
4237,9964,50556590,2400,0.0,1,492,2,2.0,5,0,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
4240,10657,86281947,2400,2.0,1,700,3,1.0,85,0,0,0,0,0,0,0,0,Windsor Terrace,Prospect Park,Brooklyn
4247,3900,88520811,3080,1.0,1,590,1,11.0,17,1,0,0,0,0,0,0,0,Brooklyn Heights,Northwest Brooklyn,Brooklyn
4248,9754,971247,2500,1.5,1,800,9,4.0,116,0,0,0,0,0,0,0,0,Boerum Hill,Northwest Brooklyn,Brooklyn
4252,10112,76218272,1795,1.0,1,900,8,6.0,78,1,0,0,0,0,0,0,0,Brighton Beach,South Brooklyn,Brooklyn
4253,6617,90580778,2395,3.0,1,950,4,3.0,109,1,0,0,0,0,0,0,0,Bushwick,East Brooklyn,Brooklyn
4270,113,82658811,4595,2.0,2,900,1,44.0,7,1,0,0,0,0,0,0,0,Downtown Brooklyn,Northwest Brooklyn,Brooklyn
4281,8034,57128322,1795,1.5,1,850,4,2.0,111,1,0,0,0,0,0,0,0,Bedford-Stuyvesant,East Brooklyn,Brooklyn
4284,9056,66530427,3000,2.0,1,1000,6,4.0,111,0,0,0,0,0,0,0,0,Clinton Hill,Northwest Brooklyn,Brooklyn
4286,7842,93684714,2585,0.0,1,408,1,12.0,5,1,0,0,0,0,0,0,0,Downtown Brooklyn,Northwest Brooklyn,Brooklyn
4294,525,30668825,3495,1.0,1,620,6,2.0,2,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
4295,754,95895156,2695,2.0,1,900,4,2.0,3,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
4322,6031,14741750,3200,1.0,1,850,3,4.0,96,0,1,1,1,1,1,1,1,Fort Greene,Northwest Brooklyn,Brooklyn
4327,4432,11176577,1875,2.0,1,930,6,4.0,57,1,0,0,0,0,0,0,0,Brighton Beach,South Brooklyn,Brooklyn
4330,2080,12068815,3100,1.0,1,664,9,8.0,4,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
4339,2720,82658811,2930,1.0,1,618,1,9.0,7,1,0,0,0,0,0,0,0,Downtown Brooklyn,Northwest Brooklyn,Brooklyn
4344,5866,46027864,4250,2.0,2,976,7,3.0,8,0,0,0,1,1,1,0,1,Greenpoint,North Brooklyn,Brooklyn
4347,9271,57493665,3100,1.0,1,675,2,2.0,7,1,0,0,0,0,0,0,0,Greenpoint,North Brooklyn,Brooklyn
4350,6913,72295456,1400,1.0,1,650,2,2.0,85,0,0,0,0,0,0,0,0,Flatbush,South Brooklyn,Brooklyn
4357,4880,31980802,1650,0.0,1,250,2,10.0,86,0,0,0,0,0,0,0,0,Clinton Hill,Northwest Brooklyn,Brooklyn
4362,1644,751782,3000,3.0,2,1150,11,1.0,12,1,0,0,0,0,0,0,0,Bedford-Stuyvesant,East Brooklyn,Brooklyn
4364,11204,22938630,2383,2.0,1,1130,2,3.0,52,1,0,0,0,0,0,0,0,Coney Island,South Brooklyn,Brooklyn
4366,10585,9491303,2769,3.0,1,1438,6,22.0,89,1,0,0,0,0,0,0,0,Flatbush,South Brooklyn,Brooklyn
4368,11195,91179322,2764,1.0,1,648,3,7.0,0,1,0,0,0,0,0,0,0,Prospect Park South,Prospect Park,Brooklyn
4378,1185,53136208,2550,2.0,1,850,4,2.0,88,0,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
4382,11054,83863916,2658,0.0,1,618,3,7.0,2,0,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
4387,5446,66373509,4200,2.0,2,955,9,5.0,16,0,0,0,1,1,0,0,0,Park Slope,Prospect Park,Brooklyn
4388,7866,84881567,2800,3.0,1,2500,4,6.0,53,0,0,0,1,1,0,0,0,Ocean Parkway,South Brooklyn,Brooklyn
4390,6036,17913308,1800,2.0,2,1000,3,2.0,111,1,0,0,0,0,0,0,0,East New York,East Brooklyn,Brooklyn
4392,2865,8456299,2735,2.0,1,890,2,5.0,9,1,0,1,1,1,0,0,0,Bushwick,East Brooklyn,Brooklyn
4397,6283,35227448,2800,1.0,1,700,6,2.0,5,0,0,0,0,0,0,0,0,Crown Heights,East Brooklyn,Brooklyn
4399,3438,53548083,1850,1.0,1,650,7,2.0,96,0,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
4405,213,69987614,3200,3.0,1,1150,6,3.0,111,1,0,0,0,0,0,0,0,Crown Heights,East Brooklyn,Brooklyn
4417,3180,17536561,2975,0.0,1,1000,7,3.0,79,0,0,0,0,0,0,0,0,Bedford-Stuyvesant,East Brooklyn,Brooklyn
4418,5559,66044925,1846,0.0,1,558,3,4.0,76,1,0,0,0,0,0,0,0,Flatbush,South Brooklyn,Brooklyn
4419,4185,24970727,3850,2.0,1,753,3,4.0,109,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
4420,6992,14842171,4350,3.0,1,950,2,2.0,106,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
4421,433,40988625,3050,4.0,2,1000,6,2.0,81,0,0,0,0,0,0,0,0,Flatbush,South Brooklyn,Brooklyn
4422,1785,32291908,4900,2.0,2,1071,4,4.0,2,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
4424,6308,63537916,2600,2.0,1,850,2,4.0,86,0,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
4427,3461,27905683,3100,1.0,2,948,4,2.0,12,0,0,0,1,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
4447,2258,16183838,2850,3.0,1,1000,3,4.0,116,1,0,0,0,0,0,0,0,Bedford-Stuyvesant,East Brooklyn,Brooklyn
4449,6289,94815241,2450,2.0,2,1156,3,4.0,57,1,0,0,0,0,0,0,0,Sunset Park,South Brooklyn,Brooklyn
4450,6578,83599035,6850,3.0,2,1691,7,8.0,100,0,0,0,1,0,0,1,0,Williamsburg,North Brooklyn,Brooklyn
4452,8411,52265000,2000,2.0,1,1000,2,2.0,106,0,0,0,0,0,0,0,0,Crown Heights,East Brooklyn,Brooklyn
4453,7174,66146217,1550,1.0,1,682,4,3.0,96,1,0,0,0,0,0,0,0,Crown Heights,East Brooklyn,Brooklyn
4456,10280,51816870,2200,1.0,1,700,4,1.0,106,0,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
4467,3052,17536561,3500,0.0,1,1200,7,6.0,79,0,0,0,0,0,0,0,0,Bedford-Stuyvesant,East Brooklyn,Brooklyn
4469,3434,96767093,4000,0.0,1,1100,6,3.0,88,0,0,0,1,1,0,0,1,Brooklyn Heights,Northwest Brooklyn,Brooklyn
4477,5785,64319030,4600,2.0,2,1463,4,1.0,8,0,0,0,0,0,0,0,0,Boerum Hill,Northwest Brooklyn,Brooklyn
4479,8832,23947861,4350,2.0,2,2200,43,1.0,10,0,0,0,0,0,0,0,0,Bedford-Stuyvesant,East Brooklyn,Brooklyn
4483,5970,85097960,2999,2.0,1,750,3,2.0,8,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
4496,6281,93273924,2400,1.0,1,800,1,7.0,70,0,1,0,1,1,1,0,1,Clinton Hill,Northwest Brooklyn,Brooklyn
4501,4084,19613377,3000,1.0,1,600,0,4.0,96,0,0,0,0,0,0,0,0,Boerum Hill,Northwest Brooklyn,Brooklyn
4503,8477,92860418,1925,1.0,1,860,2,1.0,12,1,0,0,0,0,0,0,0,Bedford-Stuyvesant,East Brooklyn,Brooklyn
4509,7214,47757244,2400,1.0,1,850,9,4.0,96,0,0,0,0,0,0,0,0,Carroll Gardens,Northwest Brooklyn,Brooklyn
4511,9735,49059863,2700,2.0,1,1000,4,5.0,4,0,0,0,0,0,0,0,0,Greenpoint,North Brooklyn,Brooklyn
4517,3647,93684714,4395,2.0,2,977,1,16.0,5,1,0,0,0,0,0,0,0,Downtown Brooklyn,Northwest Brooklyn,Brooklyn
4520,6618,70136198,2995,2.0,1,850,2,2.0,11,1,0,0,0,0,1,0,0,Bushwick,East Brooklyn,Brooklyn
4532,10132,14842171,3295,2.0,1,950,2,1.0,106,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
4537,7467,80015475,2200,1.0,1,400,6,4.0,96,0,0,0,1,0,0,0,0,Park Slope,Prospect Park,Brooklyn
4558,5862,3726444,4395,4.0,3,1200,5,1.0,85,1,0,0,0,0,0,0,0,Bedford-Stuyvesant,East Brooklyn,Brooklyn
4563,159,93684714,3595,1.0,1,822,1,6.0,5,1,0,0,0,0,0,0,0,Downtown Brooklyn,Northwest Brooklyn,Brooklyn
4570,4454,2741748,2700,1.0,1,680,8,2.0,9,0,0,0,0,0,0,0,0,Greenpoint,North Brooklyn,Brooklyn
4571,6991,70136198,2995,2.0,1,850,2,2.0,11,1,0,0,0,0,1,0,0,Bushwick,East Brooklyn,Brooklyn
4572,3760,60576888,3700,2.0,2,1186,9,4.0,8,0,0,0,0,0,0,1,0,Clinton Hill,Northwest Brooklyn,Brooklyn
4581,6309,36761941,5900,3.0,2,1248,8,5.0,3,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
4594,10792,36215714,3550,2.0,2,1100,13,3.0,116,1,0,0,0,0,0,0,0,Cobble Hill,Northwest Brooklyn,Brooklyn
4598,8836,30668825,3241,1.0,1,672,6,1.0,2,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
4599,27,79713930,2600,1.0,1,800,2,2.0,88,0,0,0,0,0,0,0,0,Park Slope,Prospect Park,Brooklyn
4601,8917,85097960,2999,2.0,1,750,3,2.0,8,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
4607,900,94398167,3250,3.0,1,749,4,2.0,85,0,0,0,0,0,0,0,0,Gowanus,Northwest Brooklyn,Brooklyn
4610,6735,18278306,4500,2.0,2,1028,10,4.0,10,0,0,1,0,1,0,0,1,Prospect Heights,Prospect Park,Brooklyn
4616,9699,7328352,1995,2.0,1,900,7,2.0,85,0,0,0,0,0,0,0,0,Bushwick,East Brooklyn,Brooklyn
4617,5287,16121797,2100,0.0,1,425,4,3.0,96,0,0,0,0,0,0,0,0,Fort Greene,Northwest Brooklyn,Brooklyn
4619,10175,56973226,3895,4.0,1,1100,4,2.0,106,1,1,1,1,0,0,0,0,Crown Heights,East Brooklyn,Brooklyn
4624,6291,51495991,1625,0.0,1,456,6,4.0,54,1,0,0,0,0,0,0,0,Windsor Terrace,Prospect Park,Brooklyn
4626,1906,89950046,3000,2.0,1,750,4,2.0,14,0,0,0,0,0,0,0,0,DUMBO,Northwest Brooklyn,Brooklyn
4628,6253,17020325,1475,0.0,1,600,6,2.0,56,0,0,0,0,0,0,0,0,Bay Ridge,South Brooklyn,Brooklyn
4631,2458,71073014,2700,3.0,1,900,5,1.0,106,1,0,0,0,0,0,0,0,Bedford-Stuyvesant,East Brooklyn,Brooklyn
4633,11201,83863916,4025,2.0,2,1050,3,5.0,2,0,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
4642,6163,83863916,3850,2.0,2,1026,3,6.0,2,0,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
4649,10607,53569564,4190,1.0,1,621,5,3.0,1,1,0,0,0,0,0,0,0,DUMBO,Northwest Brooklyn,Brooklyn
4652,5107,55174782,4200,2.0,2,1062,2,3.0,10,0,0,1,0,0,1,1,0,Boerum Hill,Northwest Brooklyn,Brooklyn
4654,9305,17264575,2500,1.0,1,760,7,3.0,7,1,1,0,1,1,1,0,0,Bedford-Stuyvesant,East Brooklyn,Brooklyn
4656,10365,82658811,2480,0.0,1,402,1,33.0,7,1,0,0,0,0,0,0,0,Downtown Brooklyn,Northwest Brooklyn,Brooklyn
4661,4140,94467844,2875,0.0,1,508,10,8.0,116,0,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
4663,713,78406110,2150,3.0,1,1000,3,3.0,106,1,0,0,1,1,1,0,0,Bedford-Stuyvesant,East Brooklyn,Brooklyn
4666,5411,25024137,3899,0.0,1,1040,3,2.0,85,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
4673,6611,14842171,3500,2.0,1,850,2,1.0,106,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
4684,11068,24299812,2500,2.0,1,800,3,3.0,86,0,0,0,0,0,0,0,0,Greenwood,South Brooklyn,Brooklyn
4706,3521,50179084,1850,1.0,1,600,2,2.0,96,0,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
4709,6741,88952527,3270,0.0,1,470,5,2.0,85,1,0,0,0,0,0,0,0,Cobble Hill,Northwest Brooklyn,Brooklyn
4711,1766,61582814,3100,1.0,1,709,6,31.0,11,0,0,0,1,1,0,0,0,Downtown Brooklyn,Northwest Brooklyn,Brooklyn
4713,7641,41654182,3300,0.0,1,1000,11,3.0,116,0,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
4733,6960,50408651,2635,1.0,1,550,9,7.0,86,0,0,0,0,0,0,0,0,Greenpoint,North Brooklyn,Brooklyn
4740,6434,35227448,4500,3.0,2,1500,6,3.0,5,0,0,0,0,0,0,0,0,Downtown Brooklyn,Northwest Brooklyn,Brooklyn
4755,6059,88181348,2250,1.0,1,650,9,5.0,111,0,0,0,0,0,0,0,0,Clinton Hill,Northwest Brooklyn,Brooklyn
4758,10622,41058562,3375,2.0,1,1200,3,1.0,11,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
4768,4729,97142544,3350,1.0,1,719,4,3.0,9,1,0,0,1,1,0,0,0,Williamsburg,North Brooklyn,Brooklyn
4771,1180,26659899,3195,1.0,1,801,1,12.0,10,0,0,1,1,1,0,0,1,DUMBO,Northwest Brooklyn,Brooklyn
4776,1280,64768463,3184,3.0,2,900,1,4.0,117,1,0,0,0,0,0,0,0,Bushwick,East Brooklyn,Brooklyn
4779,592,25024137,3099,0.0,1,710,3,4.0,85,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
4800,9244,36761941,6923,3.0,2,1274,8,6.0,3,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
4802,8228,93684714,4595,2.0,2,1051,1,11.0,5,1,0,0,0,0,0,0,0,Downtown Brooklyn,Northwest Brooklyn,Brooklyn
4803,5854,27521873,2300,2.0,1,750,7,4.0,88,0,0,0,0,0,0,0,0,Greenpoint,North Brooklyn,Brooklyn
4817,2486,33424854,2660,0.0,1,496,4,26.0,7,1,0,0,0,0,0,0,0,Downtown Brooklyn,Northwest Brooklyn,Brooklyn
4818,3118,95133668,2100,0.0,1,375,3,4.0,174,0,0,0,0,0,0,0,0,Brooklyn Heights,Northwest Brooklyn,Brooklyn
4824,9441,9798647,3950,2.0,1,1150,5,3.0,116,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
4827,10180,95511856,2250,2.0,1,900,5,3.0,109,1,0,0,0,0,0,0,0,Bedford-Stuyvesant,East Brooklyn,Brooklyn
4828,1424,83863916,3300,1.0,1,938,3,7.0,2,0,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
4833,6699,79776751,1850,1.0,1,700,7,7.0,54,0,0,0,0,0,0,0,0,Prospect Lefferts Gardens,Prospect Park,Brooklyn
4836,5066,88377790,4600,2.0,2,1169,1,4.0,10,1,1,0,1,1,1,0,1,DUMBO,Northwest Brooklyn,Brooklyn
4842,7699,80234585,3000,1.0,1,670,5,6.0,96,1,0,0,0,0,0,0,0,Downtown Brooklyn,Northwest Brooklyn,Brooklyn
4843,3394,13504178,3800,2.0,1,1000,7,2.0,95,0,0,0,0,0,0,0,0,Park Slope,Prospect Park,Brooklyn
4846,3747,40117173,4700,3.0,2,1600,4,1.0,85,0,0,0,0,0,0,0,0,Prospect Heights,Prospect Park,Brooklyn
4862,7725,54547474,1750,1.0,1,780,8,2.0,115,0,0,0,0,0,0,0,0,Brighton Beach,South Brooklyn,Brooklyn
4864,1264,25024137,4150,0.0,1,885,3,4.0,85,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
4871,2000,41523976,2300,1.0,1,800,4,2.0,106,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
4873,8086,8300928,2300,2.0,1,750,3,1.0,85,0,0,0,0,0,0,0,0,Bushwick,East Brooklyn,Brooklyn
4877,9905,73424880,1600,0.0,1,500,5,1.0,115,0,0,0,0,0,0,0,0,Park Slope,Prospect Park,Brooklyn
4882,5620,54581591,1850,1.0,1,700,6,2.0,96,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
4887,8992,2922617,4095,2.0,1,900,2,68.0,8,0,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
4888,4212,26340900,2750,1.0,1,698,12,4.0,9,1,0,0,0,1,0,0,0,Clinton Hill,Northwest Brooklyn,Brooklyn
4891,3904,68483403,16000,2.0,3,2592,5,9.0,100,0,1,0,0,0,1,1,1,DUMBO,Northwest Brooklyn,Brooklyn
4898,6004,23549979,1900,1.0,1,800,2,3.0,105,1,0,0,0,0,0,0,0,Bushwick,East Brooklyn,Brooklyn
4906,1062,47794964,4000,2.0,1,950,1,3.0,115,0,0,0,0,0,0,0,0,Park Slope,Prospect Park,Brooklyn
4907,2067,26340900,2850,1.0,1,800,12,3.0,9,0,0,0,0,0,0,0,0,Clinton Hill,Northwest Brooklyn,Brooklyn
4911,9700,48810674,1795,2.0,1,750,5,1.0,85,0,0,0,0,0,0,0,0,Bushwick,East Brooklyn,Brooklyn
4914,9740,82658811,2580,0.0,1,469,1,19.0,7,1,0,0,0,0,0,0,0,Downtown Brooklyn,Northwest Brooklyn,Brooklyn
4915,6076,68035427,3500,4.0,2,1500,7,2.0,86,1,0,0,0,0,0,0,0,Bushwick,East Brooklyn,Brooklyn
4941,3985,61784650,5300,2.0,2,1318,6,14.0,13,1,0,0,0,1,0,0,0,Williamsburg,North Brooklyn,Brooklyn
4952,1329,93684714,3815,1.0,1,750,1,17.0,5,0,0,0,0,0,0,0,0,Downtown Brooklyn,Northwest Brooklyn,Brooklyn
4953,4163,19605010,1700,1.0,1,367,4,3.0,106,0,0,0,0,0,0,0,0,Bedford-Stuyvesant,East Brooklyn,Brooklyn
4956,4703,17756246,2800,1.0,1,735,1,2.0,96,0,0,0,1,0,0,0,0,Park Slope,Prospect Park,Brooklyn
4961,10561,23078664,3900,2.0,2,1000,1,5.0,106,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
