,rental_id,rent,bedrooms,bathrooms,size_sqft,min_to_subway,floor,building_age_yrs,no_fee,has_roofdeck,has_washer_dryer,has_doorman,has_elevator,has_dishwasher,has_patio,has_gym,neighborhood,borough
375,2361,3935,1.0,1,752,6,4.0,14,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
378,5077,2495,0.5,1,500,6,4.0,96,0,1,1,1,1,1,0,1,Midtown East,Manhattan
381,1128,3400,1.0,1,636,4,5.0,31,1,1,0,0,0,0,0,0,Upper West Side,Manhattan
382,4672,5535,2.0,2,971,8,25.0,16,1,1,0,1,1,1,1,1,Midtown East,Manhattan
383,2593,3600,1.0,1,643,3,13.0,8,0,0,0,0,0,0,0,0,Midtown South,Manhattan
384,4496,5440,2.0,2,1120,3,14.0,30,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
385,6774,1950,0.0,1,400,6,7.0,75,0,1,1,0,0,0,0,0,Upper East Side,Manhattan
386,1019,4100,1.0,1,600,6,24.0,6,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
387,532,2200,0.0,1,275,1,3.0,116,1,0,0,0,0,0,0,0,Gramercy Park,Manhattan
388,3307,7000,2.5,2,1367,3,20.0,29,1,0,0,1,1,1,1,1,Financial District,Manhattan
391,10327,4695,2.0,2,1033,4,2.0,108,1,0,0,0,0,0,0,0,Financial District,Manhattan
392,4966,5300,1.0,1,855,1,11.0,8,0,1,0,0,1,0,0,0,Flatiron,Manhattan
393,4184,7900,2.0,2,1025,6,5.0,2,0,0,0,0,0,0,0,0,Gramercy Park,Manhattan
396,866,3600,1.0,1,648,4,4.0,2,0,0,0,0,0,0,0,0,Gramercy Park,Manhattan
398,3240,1950,2.0,1,900,3,5.0,91,0,0,0,0,0,0,0,0,Inwood,Manhattan
399,10276,7500,2.0,2,1600,2,3.0,116,0,0,0,0,0,0,0,0,Soho,Manhattan
402,4125,5150,1.0,1,719,4,6.0,9,0,0,1,1,1,1,0,1,Upper West Side,Manhattan
403,4000,4730,2.0,2,829,3,21.0,15,1,0,0,0,0,0,0,0,Financial District,Manhattan
404,8349,1460,0.0,1,305,5,3.0,57,1,0,0,0,0,0,0,0,Central Harlem,Manhattan
405,3343,5300,1.0,2,1141,6,5.0,113,0,0,0,1,0,0,0,0,Gramercy Park,Manhattan
406,3034,9995,3.0,3,1947,1,8.0,90,0,0,0,0,0,0,0,0,Midtown,Manhattan
408,8905,3950,1.0,1,679,1,6.0,29,0,0,0,0,0,0,0,0,Tribeca,Manhattan
409,4832,2685,1.0,1,550,3,10.0,53,0,0,0,0,1,0,0,0,Midtown East,Manhattan
410,7751,2695,1.0,1,700,2,5.0,106,0,1,0,1,1,0,0,1,Upper West Side,Manhattan
411,2685,3500,1.0,1,625,4,19.0,42,0,0,1,1,1,0,0,1,Upper East Side,Manhattan
412,9348,4000,2.0,1,1024,2,16.0,51,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
413,3607,14000,2.0,2,2556,1,2.0,132,0,0,0,0,0,0,0,0,Soho,Manhattan
414,9474,9950,1.0,1,1238,2,2.0,3,0,0,0,0,0,0,0,0,West Village,Manhattan
415,9608,3675,1.0,1,900,2,4.0,55,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
416,5006,7250,2.0,2,1150,1,3.0,25,0,0,0,1,1,0,0,0,Upper West Side,Manhattan
417,876,3425,0.0,1,465,2,8.0,17,1,0,0,0,0,0,0,0,Flatiron,Manhattan
418,10531,2125,0.5,1,500,9,6.0,86,0,0,0,0,0,0,0,0,Midtown East,Manhattan
420,11182,4200,1.0,1,800,2,5.0,106,0,0,1,1,1,1,0,1,Flatiron,Manhattan
421,684,2999,1.0,1,600,2,16.0,65,1,0,0,0,0,1,0,0,Midtown,Manhattan
422,3089,5100,1.0,1,720,3,11.0,115,0,0,0,1,1,0,0,1,Upper East Side,Manhattan
424,2324,5256,2.0,2,979,3,30.0,13,1,0,0,0,0,0,0,0,Midtown,Manhattan
427,5536,3688,0.0,1,766,4,17.0,47,1,0,0,0,0,0,0,0,Financial District,Manhattan
429,5689,2595,1.0,1,650,4,4.0,106,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
431,7820,3850,1.0,1,800,7,16.0,34,0,1,0,1,1,1,0,1,Midtown East,Manhattan
432,9900,4000,1.0,1,687,3,16.0,31,0,0,1,0,1,0,0,0,Battery Park City,Manhattan
433,11344,3290,1.0,1,750,2,10.0,89,0,0,0,0,0,0,0,0,Midtown,Manhattan
434,7100,2100,1.0,1,650,4,5.0,88,0,0,0,0,0,0,0,0,Washington Heights,Manhattan
435,4726,5200,4.0,2,1000,2,2.0,116,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
438,9810,10000,2.0,2,1350,2,53.0,38,0,0,0,0,0,0,0,0,Midtown West,Manhattan
439,7062,6300,2.0,2,1260,8,5.0,46,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
440,5347,4870,2.0,2,972,4,8.0,28,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
443,5685,4500,1.0,2,890,9,3.0,106,1,0,0,0,0,0,0,0,Gramercy Park,Manhattan
444,4128,6000,1.0,1,801,1,1.0,3,0,0,0,0,0,0,0,0,East Village,Manhattan
445,9612,2500,2.0,1,800,4,4.0,96,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
446,7158,14500,4.0,5,2700,8,30.0,18,1,1,1,0,1,1,0,1,Upper East Side,Manhattan
447,7215,4000,1.0,1,555,2,4.0,8,0,0,0,0,0,0,0,0,Chelsea,Manhattan
449,4016,2150,1.0,1,669,6,2.0,4,0,0,0,0,0,0,0,0,Hamilton Heights,Manhattan
450,2916,12000,2.0,2,1828,4,7.0,76,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
451,4295,2300,0.0,1,425,8,12.0,28,1,0,0,0,0,0,0,0,Midtown West,Manhattan
453,3097,10780,3.0,2,1608,6,12.0,5,1,0,0,1,0,1,0,0,Battery Park City,Manhattan
454,9843,1650,1.0,1,585,1,4.0,96,1,0,0,0,0,0,0,0,Washington Heights,Manhattan
456,1224,5350,1.0,1,900,1,15.0,51,0,0,0,0,1,0,0,0,Greenwich Village,Manhattan
457,9377,4495,2.0,2,951,12,20.0,32,0,1,0,1,1,0,0,1,Midtown East,Manhattan
458,363,14500,2.0,2,1400,2,3.0,98,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
462,9444,3800,2.0,2,1100,5,10.0,12,0,0,0,1,0,0,0,0,Lower East Side,Manhattan
463,251,1800,1.0,1,670,4,1.0,116,1,1,1,1,1,1,0,1,East Harlem,Manhattan
464,10425,2450,0.0,1,400,2,3.0,116,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
466,2298,6000,1.0,1,1000,2,2.0,116,0,0,0,0,1,0,0,0,Soho,Manhattan
467,1036,2750,2.0,1,750,14,3.0,116,0,0,0,1,0,0,0,0,Upper East Side,Manhattan
468,8108,5050,1.0,1,985,5,39.0,37,1,1,0,1,0,0,0,0,Upper East Side,Manhattan
471,5596,2200,1.0,1,550,2,2.0,108,0,0,0,0,0,1,0,0,Hamilton Heights,Manhattan
472,3536,3085,0.0,1,506,5,10.0,44,1,0,1,0,0,0,0,0,Midtown East,Manhattan
473,4115,3650,0.0,1,517,6,2.0,2,0,0,0,0,0,0,0,0,Gramercy Park,Manhattan
474,9482,3800,1.0,1,710,6,31.0,37,0,0,0,1,1,0,0,0,Midtown East,Manhattan
475,7926,3500,0.0,1,585,2,3.0,17,1,0,0,0,0,0,0,0,Flatiron,Manhattan
477,2526,10500,4.0,2,1900,5,9.0,84,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
478,3306,7999,4.0,2,1825,5,11.0,91,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
479,5936,4185,1.0,1,884,10,42.0,27,0,0,0,1,1,0,0,0,Midtown East,Manhattan
480,3524,3350,0.0,1,400,2,25.0,26,0,0,1,0,0,1,0,0,Midtown East,Manhattan
481,7950,2850,3.0,1,850,2,5.0,96,0,0,0,0,0,0,0,0,Central Harlem,Manhattan
482,10624,3323,3.0,1,1400,3,3.0,96,0,0,0,0,0,0,0,0,Washington Heights,Manhattan
484,8345,4300,2.0,1,650,3,3.0,116,0,0,0,0,0,0,0,0,West Village,Manhattan
486,334,5900,1.0,1,980,3,24.0,33,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
487,10231,3200,2.0,1,900,8,6.0,76,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
489,1737,10662,3.0,4,2044,2,9.0,85,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
490,318,6650,2.0,2,1143,6,30.0,10,1,0,1,1,1,1,0,1,Upper West Side,Manhattan
491,385,3800,1.0,1,682,3,12.0,31,0,0,0,0,0,0,1,0,Battery Park City,Manhattan
492,2572,4080,1.0,1,560,1,2.0,29,1,0,0,0,0,0,0,0,Chelsea,Manhattan
494,2478,5000,2.0,2,1000,2,1.0,116,0,0,1,0,0,1,0,0,East Village,Manhattan
495,6689,3500,1.0,1,700,1,5.0,91,0,0,0,0,0,1,0,0,Upper West Side,Manhattan
496,4476,7500,2.0,2,1487,10,9.0,9,0,1,1,1,1,1,0,1,Upper East Side,Manhattan
498,6240,4575,0.0,1,853,3,11.0,52,1,0,1,0,1,1,1,0,Tribeca,Manhattan
500,7057,4000,1.0,1,775,2,4.0,90,1,0,0,0,0,0,0,0,Financial District,Manhattan
501,10931,3925,0.0,1,572,0,11.0,4,1,0,0,0,0,0,0,0,East Village,Manhattan
502,4059,5500,1.0,2,934,2,18.0,29,0,0,0,0,0,1,1,0,Upper East Side,Manhattan
503,10086,8500,3.0,2,1650,2,18.0,14,0,0,0,0,0,0,0,0,Midtown East,Manhattan
505,2938,3300,3.0,2,1300,2,2.0,96,0,0,0,0,0,0,0,0,Washington Heights,Manhattan
506,595,15000,2.0,3,2800,6,4.0,109,0,0,1,0,0,0,0,0,Greenwich Village,Manhattan
507,1823,4950,1.0,1,812,4,5.0,19,1,1,1,1,1,0,0,1,Upper West Side,Manhattan
508,2294,9995,3.0,3,1552,3,9.0,13,1,1,0,1,1,0,0,1,Upper East Side,Manhattan
509,3468,3495,1.0,1,771,2,7.0,90,1,0,0,0,0,0,0,0,Financial District,Manhattan
510,9034,2600,2.0,1,740,12,2.0,101,0,1,0,1,1,0,0,1,Upper East Side,Manhattan
511,5274,3000,2.0,1,800,3,1.0,96,0,0,0,0,0,0,0,0,Midtown West,Manhattan
512,3348,5855,2.0,2,1171,10,9.0,27,1,0,0,0,0,0,0,0,Midtown East,Manhattan
513,6696,4500,1.0,1,874,2,3.0,25,0,0,1,1,0,0,0,0,Upper East Side,Manhattan
515,4227,7995,1.0,1,1075,4,33.0,33,0,0,0,1,0,1,0,0,Midtown,Manhattan
516,974,18000,4.0,4,3160,1,5.0,79,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
518,8649,2450,0.0,1,475,3,15.0,85,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
519,6794,3791,1.0,1,585,12,16.0,4,1,0,0,0,0,0,0,0,Midtown West,Manhattan
520,5876,5600,1.0,1,865,2,9.0,85,0,0,0,0,0,0,0,0,Greenwich Village,Manhattan
521,9421,3945,1.0,1,609,5,3.0,9,1,0,0,0,0,0,0,0,Tribeca,Manhattan
523,509,3000,0.0,1,613,3,7.0,31,0,1,1,1,1,0,0,1,Battery Park City,Manhattan
525,7711,7500,2.0,2,1400,4,6.0,90,0,1,0,1,1,1,0,1,Upper East Side,Manhattan
527,260,3950,1.0,1,606,2,37.0,6,0,0,1,1,1,0,0,1,Financial District,Manhattan
528,3662,3450,0.0,1,500,1,1.0,3,1,0,0,0,0,0,0,0,East Village,Manhattan
529,7128,3200,1.0,1,717,2,5.0,28,0,0,0,0,0,0,0,0,Battery Park City,Manhattan
534,10453,5850,1.0,1,850,2,24.0,30,0,1,0,1,1,0,0,1,Flatiron,Manhattan
535,11225,10995,4.0,3,2200,4,12.0,90,1,0,1,0,0,0,0,0,Upper West Side,Manhattan
536,4987,2800,0.0,1,550,1,3.0,58,0,0,0,1,1,0,0,1,Chelsea,Manhattan
537,10335,2575,0.0,1,386,10,20.0,29,1,1,1,0,0,1,0,0,Midtown West,Manhattan
538,9711,1599,0.0,1,343,6,16.0,55,1,0,0,0,0,0,0,0,Central Harlem,Manhattan
539,4448,3400,1.0,1,606,6,26.0,37,1,0,0,0,0,0,0,0,Midtown East,Manhattan
540,6251,2995,2.0,1,900,5,4.0,106,0,0,0,0,0,0,0,0,Midtown West,Manhattan
543,6425,3790,1.0,1,752,7,5.0,7,1,0,0,0,0,0,0,0,Midtown West,Manhattan
546,6712,4195,1.0,1,760,2,5.0,55,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
547,5216,9415,3.0,2,1650,10,14.0,53,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
548,10298,1795,1.0,1,800,3,4.0,79,0,0,0,0,0,0,0,0,Inwood,Manhattan
550,8639,6000,1.0,1,982,7,50.0,6,0,0,0,0,0,0,0,0,Midtown South,Manhattan
551,3932,4765,1.0,1,741,4,6.0,2,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
552,7873,5250,1.0,1,896,4,6.0,8,0,0,0,0,0,0,0,0,East Village,Manhattan
553,922,17500,3.0,3,2433,3,20.0,9,0,0,0,1,0,0,0,0,Upper East Side,Manhattan
556,1564,5250,2.0,1,861,4,15.0,37,1,0,0,0,0,0,0,0,Midtown West,Manhattan
558,1331,3845,1.0,1,841,5,4.0,17,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
559,2967,8000,2.0,2,1907,1,34.0,102,0,0,0,0,0,0,0,0,Financial District,Manhattan
560,5123,3560,1.0,1,698,6,5.0,14,1,0,1,1,1,1,0,1,Upper West Side,Manhattan
561,5808,1775,0.0,1,400,5,3.0,96,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
564,7056,5100,2.0,2,1040,2,5.0,90,1,0,0,0,0,0,0,0,Financial District,Manhattan
565,608,8000,3.0,3,2084,2,9.0,85,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
567,6209,7650,1.0,1,900,1,9.0,11,0,0,0,0,0,0,0,0,Midtown,Manhattan
569,1608,15000,3.0,3,2070,3,19.0,29,0,0,0,0,1,1,0,0,Upper East Side,Manhattan
570,6450,3100,0.0,1,520,1,18.0,53,0,0,0,0,0,0,0,0,Midtown,Manhattan
571,2234,2445,0.0,1,500,4,2.0,96,0,0,0,0,0,0,0,0,East Village,Manhattan
574,2176,5200,1.0,1,861,4,14.0,37,0,1,1,1,1,1,0,0,Midtown West,Manhattan
575,2444,3285,0.0,1,494,3,7.0,54,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
576,5738,10000,2.0,1,1500,1,6.0,106,1,0,0,1,1,1,0,0,Soho,Manhattan
577,5693,5250,1.0,1,850,2,25.0,42,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
578,1172,4600,3.0,2,1013,2,6.0,96,0,0,0,0,0,0,0,0,Central Harlem,Manhattan
579,372,4450,2.0,2,1350,6,18.0,53,0,0,0,0,0,0,0,0,Midtown East,Manhattan
580,8756,9000,3.0,3,1800,3,8.0,100,0,0,0,1,0,0,0,0,Upper West Side,Manhattan
581,3974,7000,2.0,2,1325,2,27.0,8,0,1,1,1,1,0,0,1,Financial District,Manhattan
582,9257,15000,3.0,3,1981,9,16.0,11,0,0,1,1,1,1,1,1,Upper East Side,Manhattan
583,4167,2995,1.0,1,750,2,12.0,91,0,0,0,0,0,0,0,0,Morningside Heights,Manhattan
585,1709,4200,1.0,1,719,4,2.0,9,0,1,1,1,1,1,0,1,Tribeca,Manhattan
586,7630,2600,0.0,1,400,5,18.0,30,0,0,0,0,0,0,0,0,Midtown East,Manhattan
587,3502,9700,4.0,3,2000,2,10.0,75,1,0,0,0,0,0,0,0,Central Park South,Manhattan
588,1297,6058,2.0,2,1222,13,9.0,1,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
590,1712,11257,5.0,3,2000,9,8.0,6,1,0,0,0,0,0,0,0,Financial District,Manhattan
591,101,5000,1.0,1,700,3,7.0,16,0,1,1,1,1,1,0,1,Chelsea,Manhattan
592,8383,2400,0.0,1,503,1,12.0,30,0,1,1,1,1,0,1,0,Upper West Side,Manhattan
593,3659,3250,0.0,1,525,6,9.0,14,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
594,200,14000,2.0,2,2000,4,55.0,33,0,0,0,1,1,0,0,0,Midtown,Manhattan
595,9217,4035,0.0,1,490,3,41.0,6,1,0,0,0,0,0,0,0,Chelsea,Manhattan
596,8027,3395,1.0,1,620,9,6.0,15,1,0,1,1,1,0,0,0,Midtown East,Manhattan
597,6567,14000,3.0,3,2153,1,6.0,9,0,1,0,1,1,1,1,1,Upper East Side,Manhattan
598,10802,2825,0.0,1,538,1,18.0,112,1,0,0,0,0,0,0,0,Financial District,Manhattan
599,6846,2050,0.0,1,300,8,1.0,106,0,0,0,0,0,0,0,0,East Village,Manhattan
600,5106,2995,0.0,1,500,2,3.0,50,0,0,0,0,0,0,1,0,Greenwich Village,Manhattan
601,10550,5050,2.0,2,1195,4,2.0,28,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
602,2453,5900,0.0,1,1650,1,3.0,11,0,0,0,0,0,0,0,0,Soho,Manhattan
603,8708,2450,0.0,1,550,6,13.0,52,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
604,8212,2200,0.0,1,400,8,4.0,86,0,1,1,1,1,1,0,0,Midtown East,Manhattan
606,8478,3730,1.0,1,740,2,28.0,9,1,0,0,0,0,0,0,0,Financial District,Manhattan
607,6892,5600,1.0,1,909,1,10.0,6,1,0,1,1,1,1,0,1,Tribeca,Manhattan
608,9698,2800,1.0,1,600,5,5.0,96,0,0,0,0,0,0,0,0,Lower East Side,Manhattan
609,657,11000,2.0,2,2101,1,3.0,110,0,0,0,0,0,0,0,0,Greenwich Village,Manhattan
611,4376,4350,1.0,1,643,4,14.0,2,0,0,0,0,0,0,0,0,Midtown East,Manhattan
612,8584,3900,1.0,1,850,3,1.0,106,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
614,11130,6500,2.0,2,1175,2,42.0,6,0,1,0,0,0,0,0,0,Financial District,Manhattan
616,3926,7495,2.0,1,650,3,6.0,106,0,0,0,0,0,0,0,0,Soho,Manhattan
618,1335,2999,1.0,1,800,4,2.0,96,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
620,5698,2595,1.0,1,600,7,5.0,106,0,0,1,1,1,1,0,1,East Village,Manhattan
621,1240,5250,2.0,2,1000,2,6.0,34,0,0,0,0,0,0,0,0,Midtown West,Manhattan
622,4120,5995,2.0,2,1500,2,4.0,89,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
624,5684,3946,1.0,1,547,1,12.0,29,1,0,0,0,0,0,0,0,Chelsea,Manhattan
626,10680,7800,2.0,2,1404,43,35.0,10,0,0,1,1,1,1,0,1,Battery Park City,Manhattan
627,5731,3200,0.0,1,613,3,3.0,31,0,1,1,0,0,0,0,0,Battery Park City,Manhattan
628,5930,4950,2.0,1,900,5,3.0,116,1,0,1,0,1,0,0,0,Upper West Side,Manhattan
629,7836,3650,2.0,1,850,43,3.0,14,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
630,2961,2600,0.0,1,570,2,19.0,13,0,0,0,0,0,0,0,0,Financial District,Manhattan
634,9521,3100,4.0,1,1000,2,2.0,109,0,0,0,0,0,0,0,0,Washington Heights,Manhattan
635,4877,4500,2.0,1,900,3,2.0,116,1,1,1,1,1,0,0,0,Lower East Side,Manhattan
636,655,5250,1.0,1,724,5,14.0,9,1,0,0,0,0,0,0,0,Tribeca,Manhattan
637,10364,3375,1.0,1,658,6,15.0,14,1,0,1,1,1,1,0,1,Midtown West,Manhattan
638,3514,4600,2.0,1,955,16,8.0,65,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
640,3305,3675,1.0,1,650,3,26.0,31,0,0,0,0,1,0,0,0,Midtown East,Manhattan
642,10083,3350,1.0,1,800,1,5.0,116,0,0,0,1,0,0,0,0,Little Italy,Manhattan
643,1635,3500,1.0,1,760,5,3.0,8,0,0,1,0,0,0,0,0,Midtown West,Manhattan
644,731,6250,2.0,1,800,1,8.0,87,1,0,0,0,0,1,0,0,Financial District,Manhattan
645,8617,4700,1.0,1,941,7,22.0,39,1,0,0,0,0,0,0,0,Midtown East,Manhattan
647,654,2485,0.0,1,550,8,4.0,55,0,0,1,1,1,1,0,0,Upper East Side,Manhattan
648,396,12500,3.0,3,1776,7,6.0,9,0,1,0,1,1,0,0,1,Upper West Side,Manhattan
649,6538,4615,1.0,1,775,9,7.0,86,1,0,0,0,0,0,0,0,Gramercy Park,Manhattan
650,8581,3250,0.5,1,650,4,15.0,85,1,0,0,0,0,0,0,0,Financial District,Manhattan
652,5590,4000,1.0,1,900,16,12.0,65,0,0,0,1,1,0,0,1,Upper East Side,Manhattan
653,51,2000,0.0,1,400,5,5.0,53,0,0,0,1,1,1,0,1,Midtown West,Manhattan
654,814,3950,1.0,1,860,2,33.0,29,0,0,0,0,0,0,0,0,Midtown,Manhattan
655,6083,2099,0.0,1,300,1,3.0,116,1,0,0,0,0,0,0,0,Gramercy Park,Manhattan
656,4680,10000,2.0,2,1849,2,4.0,89,0,0,0,0,1,0,0,0,Central Park South,Manhattan
657,5130,3195,0.0,1,620,10,3.0,18,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
660,2131,2750,0.0,1,428,3,12.0,15,1,0,0,0,0,0,0,0,Financial District,Manhattan
662,6054,2950,0.0,1,525,5,20.0,30,0,0,0,1,1,0,0,0,Midtown East,Manhattan
663,2419,5400,1.0,1,855,1,14.0,8,0,0,0,0,0,0,0,0,Flatiron,Manhattan
664,9514,5100,1.0,1,767,2,10.0,9,1,0,0,0,0,0,0,0,Flatiron,Manhattan
666,5987,2150,1.0,1,615,4,5.0,12,0,1,0,1,1,0,0,1,East Harlem,Manhattan
667,8834,4800,2.0,2,1150,3,6.0,30,0,0,0,1,0,1,0,0,Upper West Side,Manhattan
668,1842,3415,1.0,1,592,1,7.0,116,1,0,0,0,0,0,0,0,Financial District,Manhattan
669,3402,5995,2.0,1,950,3,5.0,116,1,0,0,0,1,0,0,0,East Village,Manhattan
670,5480,3695,1.0,1,1000,4,14.0,89,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
671,9728,2650,0.0,1,547,2,2.0,86,0,0,0,0,0,0,0,0,Central Park South,Manhattan
672,1024,4600,1.0,1,750,6,3.0,106,0,0,0,0,0,0,0,0,Greenwich Village,Manhattan
675,8321,2790,0.0,1,472,4,4.0,47,1,0,0,0,0,0,0,0,Financial District,Manhattan
676,3912,3700,1.0,1,800,1,4.0,25,0,1,0,1,1,1,0,1,Upper West Side,Manhattan
677,7625,4500,2.0,1,864,5,30.0,30,0,0,1,0,1,0,0,1,Midtown East,Manhattan
678,5000,14500,3.0,3,1800,2,31.0,22,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
679,8018,3550,1.0,1,642,10,29.0,29,1,0,0,0,0,0,0,0,Midtown West,Manhattan
680,5673,3535,1.0,1,702,5,10.0,17,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
681,4531,9000,1.0,2,1800,2,5.0,116,0,0,0,0,0,0,0,0,Soho,Manhattan
682,3937,4000,1.0,1,639,5,8.0,37,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
683,9013,3323,0.0,1,431,2,21.0,16,1,1,0,0,1,1,0,1,Flatiron,Manhattan
684,5583,6495,3.0,2,1195,3,28.0,37,1,1,1,0,1,0,0,0,Midtown,Manhattan
685,9363,2400,1.0,1,400,5,2.0,76,0,0,0,0,1,0,0,0,Midtown East,Manhattan
686,4779,4600,2.0,2,1100,10,12.0,57,0,1,0,1,1,0,0,0,Upper East Side,Manhattan
688,1339,8000,2.0,2,1436,1,7.0,47,0,0,0,1,1,1,0,0,Midtown,Manhattan
690,1488,4495,2.0,1,801,6,21.0,31,1,0,1,0,0,0,0,0,Midtown East,Manhattan
691,420,2900,1.0,1,700,3,4.0,30,0,0,0,1,1,1,0,1,Upper West Side,Manhattan
692,3897,6080,2.0,2,1211,5,31.0,17,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
693,10523,5100,4.0,1,1200,7,5.0,41,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
694,5070,3453,0.0,1,514,12,6.0,4,1,0,0,0,0,0,0,0,Midtown West,Manhattan
695,4187,9000,2.0,2,1611,1,9.0,8,0,0,0,0,0,0,0,0,Flatiron,Manhattan
696,6612,9350,2.0,2,1700,2,14.0,85,0,0,0,1,0,0,0,0,Upper West Side,Manhattan
697,1976,3510,1.0,1,788,7,4.0,29,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
700,134,4506,2.0,1,1134,2,20.0,85,1,1,1,0,1,1,0,1,Upper West Side,Manhattan
702,400,4000,1.0,1,550,2,9.0,89,0,1,1,1,1,1,0,1,Midtown,Manhattan
704,4077,3000,0.0,1,620,9,17.0,46,0,0,0,0,0,0,0,0,Midtown East,Manhattan
705,9218,3370,1.0,1,583,10,12.0,16,1,0,0,0,0,0,0,0,Midtown West,Manhattan
706,8667,6310,2.0,2,988,5,3.0,9,1,0,0,0,0,0,0,0,Tribeca,Manhattan
708,1020,4995,2.0,2,908,7,15.0,29,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
709,9203,3495,1.0,1,773,3,30.0,29,0,1,0,1,1,0,0,1,Upper East Side,Manhattan
710,10908,3823,0.0,1,924,3,15.0,44,1,0,0,0,0,0,0,0,Financial District,Manhattan
711,666,12500,4.0,3,2150,2,25.0,38,0,0,0,0,0,0,0,0,Midtown West,Manhattan
712,5108,12000,5.0,3,3425,2,8.0,111,1,0,0,0,0,0,0,0,Midtown,Manhattan
713,7025,7995,3.0,2,1317,4,9.0,7,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
714,8964,3100,1.0,1,683,1,4.0,30,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
715,10340,4610,1.0,1,602,3,8.0,16,1,1,1,1,1,1,0,1,Chelsea,Manhattan
716,642,4768,1.0,1,600,2,39.0,16,1,1,0,1,1,0,0,1,Flatiron,Manhattan
717,3597,3650,1.0,1,709,4,3.0,116,0,0,0,1,1,0,0,0,Financial District,Manhattan
718,6179,2750,0.0,1,500,3,4.0,28,0,0,0,1,1,1,0,0,Midtown East,Manhattan
719,2530,3900,3.0,1,1100,1,6.0,96,0,0,0,0,0,1,0,0,Upper West Side,Manhattan
720,2220,4000,1.0,1,768,2,37.0,9,0,0,0,0,0,0,0,0,Midtown West,Manhattan
721,4656,5500,1.0,1,900,4,5.0,96,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
722,1907,1850,2.0,1,550,2,2.0,116,1,0,0,0,0,0,0,0,East Harlem,Manhattan
723,10321,3150,1.0,1,770,8,7.0,55,0,0,0,1,0,0,0,0,Upper East Side,Manhattan
725,10056,2400,1.0,1,775,2,2.0,95,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
728,8405,11500,2.0,2,1644,1,5.0,89,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
729,3763,2700,0.0,1,560,6,15.0,44,1,0,0,0,1,0,0,0,Midtown East,Manhattan
730,8379,9950,3.0,2,1900,16,16.0,28,0,1,1,0,0,1,1,0,Upper East Side,Manhattan
732,6114,3200,1.0,1,670,1,7.0,29,0,1,0,1,1,0,0,1,Upper West Side,Manhattan
733,6120,4495,1.0,1,778,3,34.0,13,1,0,0,0,0,0,0,0,Midtown,Manhattan
734,2802,3150,1.0,1,700,12,8.0,32,0,0,0,0,0,0,0,0,Midtown East,Manhattan
